SK_ID_CURR,top_1_risk_driver,top_2_risk_driver,top_3_risk_driver,top_1_support_driver,top_2_support_driver,top_3_support_driver
202137,Days Since ID Update,Temporal Behavioral Pattern,CODE_GENDER_M,OWN_CAR_AGE,Temporal Behavioral Pattern,External Risk Score 2
202160,Days Since ID Update,Days Since Last Phone Change,Temporal Behavioral Pattern,External Risk Score 2,External Risk Score 3,Region Population Relative
202430,Days Since ID Update,NAME_EDUCATION_TYPE_Secondary_secondary_special,Days Since Last Phone Change,External Risk Score 2,External Risk Score 3,CODE_GENDER_M
202534,External Risk Score 3,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 2,Temporal Behavioral Pattern,Age Proxy (Days Birth)
202638,Temporal Behavioral Pattern,OBS_60_CNT_SOCIAL_CIRCLE,Days Since Last Phone Change,External Risk Score 1,Temporal Behavioral Pattern,NAME_EDUCATION_TYPE_Secondary_secondary_special
202699,Temporal Behavioral Pattern,NAME_EDUCATION_TYPE_Secondary_secondary_special,Annuity Amount,External Risk Score 2,External Risk Score 3,Days Since Last Phone Change
202988,NAME_FAMILY_STATUS_Separated,Temporal Behavioral Pattern,Days Since ID Update,External Risk Score 2,CODE_GENDER_M,Temporal Behavioral Pattern
203007,External Risk Score 2,External Risk Score 3,External Risk Score 1,COMMONAREA_MEDI,Temporal Behavioral Pattern,YEARS_BUILD_MODE
203040,Days Since Last Phone Change,Temporal Behavioral Pattern,Goods Price,External Risk Score 2,NAME_EDUCATION_TYPE_Secondary_secondary_special,Age Proxy (Days Birth)
203171,Days Since Last Phone Change,Goods Price,APARTMENTS_AVG,External Risk Score 2,External Risk Score 3,NAME_EDUCATION_TYPE_Secondary_secondary_special
203231,External Risk Score 3,Days Since ID Update,External Risk Score 1,NAME_EDUCATION_TYPE_Secondary_secondary_special,Temporal Behavioral Pattern,Temporal Behavioral Pattern
203332,Days Since ID Update,Annuity Amount,Days Since Last Phone Change,External Risk Score 1,External Risk Score 2,OWN_CAR_AGE
203357,Days Since ID Update,CODE_GENDER_M,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 2,Temporal Behavioral Pattern,WEEKDAY_APPR_PROCESS_START_SUNDAY
203404,External Risk Score 2,External Risk Score 1,Days Since Last Phone Change,NAME_EDUCATION_TYPE_Secondary_secondary_special,Annuity Amount,External Risk Score 3
203426,Temporal Behavioral Pattern,Days Since ID Update,Days Since Last Phone Change,External Risk Score 2,External Risk Score 3,Employment Length
203492,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 2,Annuity Amount,Days Since Last Phone Change
203500,Days Since Last Phone Change,CODE_GENDER_M,Goods Price,External Risk Score 2,External Risk Score 1,OWN_CAR_AGE
203587,External Risk Score 3,External Risk Score 2,Annuity Amount,Employment Length,Age Proxy (Days Birth),Days Since ID Update
203620,External Risk Score 2,External Risk Score 1,NAME_FAMILY_STATUS_Separated,External Risk Score 3,Days Since Last Phone Change,Temporal Behavioral Pattern
203655,Days Since Last Phone Change,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 1,Days Since ID Update,Age Proxy (Days Birth),External Risk Score 2
203720,Days Since Last Phone Change,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 2,Credit Amount,Days Since ID Update
203767,Days Since ID Update,External Risk Score 1,Temporal Behavioral Pattern,External Risk Score 3,Days Since Last Phone Change,OWN_CAR_AGE
203825,External Risk Score 1,Temporal Behavioral Pattern,Days Since ID Update,External Risk Score 3,OWN_CAR_AGE,Days Since Last Phone Change
203906,External Risk Score 2,Days Since Last Phone Change,Temporal Behavioral Pattern,External Risk Score 3,Days Since ID Update,Region Population Relative
204082,External Risk Score 2,External Risk Score 3,External Risk Score 1,OWN_CAR_AGE,Temporal Behavioral Pattern,Temporal Behavioral Pattern
204380,External Risk Score 2,External Risk Score 1,Days Since ID Update,COMMONAREA_MEDI,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 3
204511,Days Since ID Update,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Credit Amount,External Risk Score 2,NAME_EDUCATION_TYPE_Secondary_secondary_special
204522,External Risk Score 3,Temporal Behavioral Pattern,Temporal Behavioral Pattern,OWN_CAR_AGE,External Risk Score 2,COMMONAREA_MEDI
204563,Temporal Behavioral Pattern,CODE_GENDER_M,Age Proxy (Days Birth),External Risk Score 1,External Risk Score 3,Days Since Last Phone Change
204571,External Risk Score 3,External Risk Score 2,Days Since ID Update,Annuity Amount,Age Proxy (Days Birth),Temporal Behavioral Pattern
204713,External Risk Score 2,Temporal Behavioral Pattern,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 1,Days Since Last Phone Change,External Risk Score 3
204791,Temporal Behavioral Pattern,OBS_60_CNT_SOCIAL_CIRCLE,Temporal Behavioral Pattern,External Risk Score 3,External Risk Score 2,Days Since Last Phone Change
204816,Days Since ID Update,Days Since Last Phone Change,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 2,External Risk Score 3,Temporal Behavioral Pattern
204817,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Annuity Amount,External Risk Score 2,External Risk Score 1,External Risk Score 3
204886,External Risk Score 2,Temporal Behavioral Pattern,Days Since Last Phone Change,External Risk Score 1,NAME_EDUCATION_TYPE_Secondary_secondary_special,Employment Length
205080,NAME_EDUCATION_TYPE_Secondary_secondary_special,Temporal Behavioral Pattern,CODE_GENDER_M,External Risk Score 3,Annuity Amount,External Risk Score 2
205175,Temporal Behavioral Pattern,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 1,External Risk Score 2,OWN_CAR_AGE,Days Since ID Update
205188,Days Since Last Phone Change,NAME_EDUCATION_TYPE_Secondary_secondary_special,Goods Price,External Risk Score 2,External Risk Score 3,Temporal Behavioral Pattern
205211,Days Since ID Update,Days Since Last Phone Change,Annuity Amount,External Risk Score 2,OWN_CAR_AGE,NAME_EDUCATION_TYPE_Secondary_secondary_special
205318,Days Since Last Phone Change,DEF_30_CNT_SOCIAL_CIRCLE,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 1,Employment Length,NONLIVINGAREA_MODE
205453,External Risk Score 3,External Risk Score 1,OBS_60_CNT_SOCIAL_CIRCLE,OWN_CAR_AGE,External Risk Score 2,NONLIVINGAREA_MODE
205464,Days Since Registration,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 3,External Risk Score 2,External Risk Score 1
205519,Days Since Last Phone Change,NAME_EDUCATION_TYPE_Secondary_secondary_special,Days Since Registration,Age Proxy (Days Birth),Annuity Amount,Temporal Behavioral Pattern
205522,External Risk Score 1,Days Since Last Phone Change,Annuity Amount,External Risk Score 2,External Risk Score 3,Days Since ID Update
205785,Annuity Amount,Temporal Behavioral Pattern,Days Since Last Phone Change,External Risk Score 2,External Risk Score 1,Temporal Behavioral Pattern
205910,CODE_GENDER_M,Annuity Amount,NAME_EDUCATION_TYPE_Secondary_secondary_special,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 3
205923,Days Since Last Phone Change,CODE_GENDER_M,LIVE_CITY_NOT_WORK_CITY,External Risk Score 3,External Risk Score 2,NAME_EDUCATION_TYPE_Secondary_secondary_special
205982,External Risk Score 2,Days Since Last Phone Change,Days Since ID Update,Annuity Amount,Employment Length,External Risk Score 3
206137,Days Since Last Phone Change,CODE_GENDER_M,Employment Length,External Risk Score 2,External Risk Score 1,Annuity Amount
206379,Days Since ID Update,Days Since Last Phone Change,Temporal Behavioral Pattern,External Risk Score 2,External Risk Score 3,External Risk Score 1
206453,Temporal Behavioral Pattern,Annuity Amount,NAME_EDUCATION_TYPE_Secondary_secondary_special,Days Since Last Phone Change,External Risk Score 3,External Risk Score 2
206602,Days Since Last Phone Change,OBS_60_CNT_SOCIAL_CIRCLE,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 2,External Risk Score 3,Age Proxy (Days Birth)
206604,Days Since ID Update,Annuity Amount,Temporal Behavioral Pattern,External Risk Score 2,External Risk Score 3,OWN_CAR_AGE
206675,External Risk Score 2,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 3,Days Since Last Phone Change,Days Since Registration
206713,External Risk Score 1,Days Since Last Phone Change,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 3,External Risk Score 2,NONLIVINGAREA_MODE
207082,External Risk Score 1,Days Since ID Update,Temporal Behavioral Pattern,YEARS_BUILD_MODE,Temporal Behavioral Pattern,External Risk Score 2
207152,Days Since ID Update,Days Since Last Phone Change,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 3,Temporal Behavioral Pattern,External Risk Score 2
207184,External Risk Score 2,OCCUPATION_TYPE_Drivers,Days Since ID Update,External Risk Score 3,Temporal Behavioral Pattern,Temporal Behavioral Pattern
207252,Temporal Behavioral Pattern,NAME_EDUCATION_TYPE_Secondary_secondary_special,Region Population Relative,External Risk Score 3,Days Since Last Phone Change,Temporal Behavioral Pattern
207366,External Risk Score 3,External Risk Score 2,External Risk Score 1,Temporal Behavioral Pattern,Days Since Last Phone Change,Days Since Registration
207415,External Risk Score 3,External Risk Score 2,Days Since ID Update,Days Since Registration,Employment Length,Temporal Behavioral Pattern
207516,External Risk Score 3,External Risk Score 2,External Risk Score 1,NAME_EDUCATION_TYPE_Secondary_secondary_special,Credit Amount,Temporal Behavioral Pattern
207945,Annuity Amount,Days Since Last Phone Change,Temporal Behavioral Pattern,External Risk Score 2,NAME_EDUCATION_TYPE_Secondary_secondary_special,Credit Amount
208018,Days Since Last Phone Change,Days Since ID Update,Annuity Amount,External Risk Score 3,Credit Amount,Temporal Behavioral Pattern
208135,External Risk Score 1,Temporal Behavioral Pattern,Days Since Registration,External Risk Score 2,Employment Length,CODE_GENDER_M
208379,Temporal Behavioral Pattern,Annuity Amount,Temporal Behavioral Pattern,External Risk Score 3,Temporal Behavioral Pattern,Days Since Last Phone Change
208438,External Risk Score 2,Days Since Last Phone Change,NAME_EDUCATION_TYPE_Secondary_secondary_special,Temporal Behavioral Pattern,External Risk Score 3,Temporal Behavioral Pattern
208746,Days Since ID Update,Temporal Behavioral Pattern,Days Since Last Phone Change,External Risk Score 1,Credit Amount,External Risk Score 3
208814,External Risk Score 2,Days Since ID Update,Days Since Last Phone Change,External Risk Score 1,Employment Length,Temporal Behavioral Pattern
208884,Temporal Behavioral Pattern,Annuity Amount,Temporal Behavioral Pattern,Credit Amount,External Risk Score 1,OWN_CAR_AGE
208890,External Risk Score 2,Days Since Last Phone Change,DEF_30_CNT_SOCIAL_CIRCLE,External Risk Score 3,Temporal Behavioral Pattern,Employment Length
208979,NAME_FAMILY_STATUS_Separated,Temporal Behavioral Pattern,Annuity Amount,External Risk Score 3,External Risk Score 2,Employment Length
209069,OBS_60_CNT_SOCIAL_CIRCLE,Days Since Last Phone Change,Days Since ID Update,External Risk Score 2,External Risk Score 3,NAME_EDUCATION_TYPE_Secondary_secondary_special
209149,External Risk Score 2,Days Since ID Update,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 1,Temporal Behavioral Pattern,Days Since Last Phone Change
209206,External Risk Score 1,DEF_30_CNT_SOCIAL_CIRCLE,Temporal Behavioral Pattern,External Risk Score 2,OWN_CAR_AGE,External Risk Score 3
209373,External Risk Score 2,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Days Since Last Phone Change,NAME_EDUCATION_TYPE_Secondary_secondary_special,Temporal Behavioral Pattern
209452,OCCUPATION_TYPE_Drivers,Days Since ID Update,Days Since Last Phone Change,YEARS_BEGINEXPLUATATION_MODE,OWN_CAR_AGE,YEARS_BEGINEXPLUATATION_MEDI
209464,External Risk Score 2,Days Since Last Phone Change,External Risk Score 1,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Employment Length
209467,External Risk Score 2,Days Since Last Phone Change,Temporal Behavioral Pattern,External Risk Score 3,External Risk Score 1,NAME_EDUCATION_TYPE_Secondary_secondary_special
209495,Temporal Behavioral Pattern,Annuity Amount,COMMONAREA_AVG,External Risk Score 3,Temporal Behavioral Pattern,Credit Amount
209811,Annuity Amount,Age Proxy (Days Birth),Employment Length,External Risk Score 2,External Risk Score 3,Days Since Last Phone Change
209886,External Risk Score 2,Temporal Behavioral Pattern,Temporal Behavioral Pattern,OWN_CAR_AGE,External Risk Score 3,Employment Length
209891,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Days Since Last Phone Change,External Risk Score 3,Age Proxy (Days Birth)
209976,Temporal Behavioral Pattern,Annuity Amount,NAME_EDUCATION_TYPE_Secondary_secondary_special,Days Since Last Phone Change,External Risk Score 3,Age Proxy (Days Birth)
209984,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 3,External Risk Score 2,Temporal Behavioral Pattern
210070,Days Since ID Update,Annuity Amount,Days Since Last Phone Change,External Risk Score 2,External Risk Score 1,External Risk Score 3
210141,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 2,Annuity Amount,Days Since Last Phone Change
210194,External Risk Score 3,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 1,OWN_CAR_AGE,External Risk Score 2,Temporal Behavioral Pattern
210207,NAME_FAMILY_STATUS_Separated,Temporal Behavioral Pattern,Days Since ID Update,External Risk Score 3,Employment Length,External Risk Score 2
210394,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Days Since Last Phone Change,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Temporal Behavioral Pattern
210478,External Risk Score 3,OBS_60_CNT_SOCIAL_CIRCLE,Temporal Behavioral Pattern,External Risk Score 1,External Risk Score 2,OWN_CAR_AGE
210552,External Risk Score 2,Days Since Last Phone Change,NAME_EDUCATION_TYPE_Secondary_secondary_special,Age Proxy (Days Birth),External Risk Score 3,Goods Price
210656,External Risk Score 3,Days Since ID Update,Days Since Last Phone Change,External Risk Score 2,NAME_EDUCATION_TYPE_Secondary_secondary_special,Temporal Behavioral Pattern
210945,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Employment Length,External Risk Score 1,External Risk Score 3,External Risk Score 2
211111,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Days Since Last Phone Change,Age Proxy (Days Birth),External Risk Score 2,Days Since ID Update
211128,Days Since ID Update,Temporal Behavioral Pattern,Annuity Amount,NAME_EDUCATION_TYPE_Secondary_secondary_special,Days Since Last Phone Change,OWN_CAR_AGE
211161,External Risk Score 2,Days Since ID Update,Days Since Last Phone Change,External Risk Score 3,Employment Length,OWN_CAR_AGE
211228,Employment Length,Annuity Amount,NAME_EDUCATION_TYPE_Secondary_secondary_special,Temporal Behavioral Pattern,Days Since Last Phone Change,External Risk Score 1
211294,External Risk Score 2,External Risk Score 1,DEF_30_CNT_SOCIAL_CIRCLE,External Risk Score 3,OWN_CAR_AGE,Temporal Behavioral Pattern
211479,Days Since ID Update,Days Since Last Phone Change,AMT_REQ_CREDIT_BUREAU_YEAR,Employment Length,External Risk Score 1,Temporal Behavioral Pattern
211524,Temporal Behavioral Pattern,AMT_REQ_CREDIT_BUREAU_YEAR,Temporal Behavioral Pattern,External Risk Score 3,Temporal Behavioral Pattern,External Risk Score 2
211874,External Risk Score 2,Days Since ID Update,Temporal Behavioral Pattern,Days Since Last Phone Change,Temporal Behavioral Pattern,Credit Amount
211915,Days Since Last Phone Change,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 1,External Risk Score 2,Temporal Behavioral Pattern
212112,Days Since ID Update,Annuity Amount,CODE_GENDER_M,External Risk Score 2,External Risk Score 3,Temporal Behavioral Pattern
212116,OCCUPATION_TYPE_Drivers,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 3,Temporal Behavioral Pattern,External Risk Score 2
212178,Annuity Amount,CODE_GENDER_M,Temporal Behavioral Pattern,External Risk Score 2,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 3
